sentences,bias,subjectivity,vader,flesch-kincaid
what version are you using ? version of what  ubuntu ? if so 10.04  whatever is on the site today . it is actually pretty easy . :p well the fw for your broadcom,0.62356050064,0.9444,0.8611,1.7
anyone what happend to upstart ? i dont see it with which or man you mean uptime ? no upstart,-0.04515576712,0.6875,-0.3736,3.3
if you are trying ubuntu for the first time i don't think it matters which fs you use . i'am going to switch from suse in suse updates system is completely unstable well  new versions of suse are very stable distributions . ubuntu is stable too . however if you have stability in mind go with seveas advice and choose ext3 as filesystem . the base system is on the cd you can download . additional packages can be retrieved via network but the applications on the cd are the most needed ones  so unless you have a very abstract taste of packages installed you are going to need the packages on the cd anyway .,-0.04621374527,0.4697,0.3069,7.9
i dint dl a package myself downloaded the self extracting archive from www.java.com you could jsut do what i did  it works www.java.com unnecessary downlaod the self extracting i like to do things the logn way around tho long* its more fun most others won't -- i think that 's a safe presumption :p i wanted java to run a risk game n it referred me to java.com  then when i searched synaptic 4 java  nothing  so i juust went off the java website,0.30475473961,0.55,0.8357,7.6
okay  let 's approach this from a different angle ... can a couple of people **unknown** pastebin me the output of **unknown** -h /dev/whatever ' for the device of their ubuntu install 's root filesystem . please do this only if the ubuntu installer fully handled partitioning/formatting for you  and you're running ubuntu dapper drake . thanks !! yes  i'm a perfectionist :p *sighs* -- come on pleeeease ... there 's got to be some nice smart people lurking :d i'm smart  so i did my own partitioning ) sorry yea  same here . but i want manually formatted root fs to be what ubuntu expects it to be  hence this question .,0.21917539505,0.6854,0.9106,7.6
hello  can anyone help me out ? can anyone tell me what to do ? i have installed ubuntu 11.04 on win7 . it worked well until i need to install the drivers for my nvidia card . after the reboot  my keyboard  mouse and monitor won't work . i cannot do anything . i cannot reinstall windows cause the **unknown** won't work . i cannot see anything cause the monitor is black . the keyboard won't work so no bios or boot sequence can be set or changed ... what can i do ?? please help me no  cannot boot anything ... after i see my **unknown** info ( pc starts  then it shows me my nvida info  what card and so on ... then the monitor turns black and all is dead ) my pc ? yes it 's a desktop pc . no after bios screen press < **unknown** key . choose the newest kernel in recovery mode and drop ro a root shell . then dpkg-reconfigure xserver-xorg i cannot chosse my bios ... ok . did oyu try to suspend or hibernate . press on button on the pc until it shutsdown . plug the ac ! wait 10 seconds . plug again and boot . unplug the ac ) one second i'll try hmmm ... seems to work ... gimme a few more seconds o s & qin : thx a lot . don't know why  but unplugging was the problem solver ... thx a lot ... o ) no problem . it shocked me the first time too ),-0.3183377415,0.4846,-0.9165,1.3
in gimp how can i undo the last **unknown** ? do you know how i can get it back ? what ? i lost my encrypted drive  it sounded like you had a solution . no oh  ok .,0.02498064711,0.2917,0.466,0.5
**unknown** : you people are making me feel like a kid ! : | win 3.0 is ancient for me ... dude  that was high **unknown** ' back in the day . i bet you never played atari either .... i have never even seen an atari except in photos install stella . get a couple usb joysticks and play combat .,0.15893336384,0.428,0.6962,2.9
anyone sure how to remove cups without it removing the decencies ( i.e. openoffice etc . ) ? ! pastebin | **unknown** you can't that 's why they're called dependencies apt should not consider open office dependent on cups ? i never said that it did,0.01361889381,0.7472,0.4501,8.4
"""i can not play mp3 files in ubuntu ....... can any one help me ...? i have installed w32 codecs . are they . mp3 's or are you just using that as a general term for music files in local site when i clicked on the songs then automatically it is openning with totem eyequeue but it can play the mp3 songs in my system ..... plz help me what can't it play ? in our local site he put some songs in mp3 format ..... when i clicked on it it is openning with totem displaying the error """""""" no input plugins to handle this **unknown**""",-0.40258093671,0.275,-0.7569,4.0
how to add spell check to open office and xchat ? spell check is already in the xchat look in the preferences>input box it 's checked . but it does not do spell check . **unknown** it checks only in the input box i know . it 's not working i have no idea then :-(,-0.25100060642,0.775,-0.2306,2.5
"""in the workplace switcher preferences you can define a number of columns and rows . if you defined both to 1 then you wouldn't have anything to switch to hes right . its my stuff not working . still got no idea what i did either which is worse can you send apps to different workspaces / move to diff spaces with ctrl+alt+up arrow ? i can send open windows across to left/right workspace but can't get to those workspaces in anyway . **unknown** doesn't do anything do you have compiz/fusion kicking ? compiz i believe have you been mucking about with those settings lately ? compizconfig settings manager ? ... maybe i have a feeling this'll be another case of """" i messed with something i shouldn't of """" again something i've learned over time is that it 's usually easier to fix something broken than to go nuclear and reinstall if you messed around with the key bindings you might have overridden somet hings is this problem consistent across reboot ? i'm not a reinstall type of guy so that works out  i can't find any options in compizconfig that would mess with it that i know about . i know i didn't mess with keybindings do you have the cube setup ?? uh  i want to say no ? but honestly not sure what you're talking about under desktop there is """" desktop cube """" and """" rotate cube """" these are common but not always on neither option is checked alrighty then lets sit on our thinking buckets sounds good ok so the forums pretty much have people having the same """" problem """" but the solutions are all over the place so start with the easiest and move forward from there ? do you have an accelerated 3d graphics card ?""",-0.41090505932,0.5,-0.7865,8.7
no  we say google  they say man pages . :) we don't tell people to google :) right  we google for them .,0.64483380449,0.8452,0.5859,0.9
is there any decent map program like streets and trips for linux ? yes there is what is it **unknown** ? it is the same one  sorta  the files and repositories are listed on the ubuntu page for your distro . hmm i am using edgy what is it called ? there is also a **unknown**  science app  map  global view  lotsa fun stuff . let me see if i can locate for you . ok thank you ) **unknown** : **unknown** is **unknown** ty **unknown** is that mapping stars ? street maps ? i want streets in north america **unknown** yes :p that is the edgy  the lists are at the top of that site for other distros,0.31555751301,0.5333,0.9664,4.8
is there anyone who can help me get x server up and running after i installed feisty ? alt-ctrl-f2 then login then sudo dpkg-reconfigure xserver-xorg then choose vesa driver then sudo /etc/init . d/gdm restart it still fails to start the x server it worked with a few slightly different settings  thanks for your help though !,-0.03634436762,0.3,0.6734,7.9
"""is there a good back up software for ubuntu ? define """" good """" that i can install all the files and operating system from dvd or cd after backing up so you really mean hard drive imaging""",-0.01802335435,0.4858,0.6395,6.4
hey guys  i need a suggestion for a book . i'm pretty much brand new to linux  much less ubuntu . does anyone have suggestions for reading material i could get that could help me to understand the linux os and be able to use if effectively ? debian gnu/linux bible helped me out quit a bit yeah  via grub i believe also  might anyone have suggestions for like an actual book i can **unknown** that will teach me the in and outs of linux ? i,0.34820201765,0.4808,0.9163,7.6
so how is having the root account disabled more secure ? more ? it is defined by /etc/sudoers yes it should yes what is the prob ? all good,0.09797918541,0.5,0.8893,4.8
ok  im having trouble with a game  never winter nights ... it refuses to install all the way ok  im having trouble with a game  never winter nights ... it refuses to install all the way ... i have the **unknown** in the drive  but its saying that there is no disk its a problem with wine i was hoping that someone in here had that game and could help me cedega ? : i believe that nwn has a linux client  you could check on bioware 's site for it no crap you may want to ask #ubuntu-bugs how the bug watch updater knew to mark it like that .,-0.27098816369,0.4444,-0.2732,6.8
how do i find the name of a file ? help !!!!!! what do you need to find ? what file ? like the file you would use to run vmware ? but you can't find it on your computer ? did you download it from the vmware site ? yes go to the terminal and type this : find ~/ | grep bundle i am sure there is a better way to do this through the graphical interface  but i am a console man . i started using linux when the console was the fastest way to do things  so i am used to it now . you shoudl be able to just run : sudo filename . bundle  if you cant run it  you'll have to make it executable first : chmod 770 filename . bundle  of course you replace the filename with the one you found . listen to iceroot :) chmod +x is a safer option than 770 . make sure you are in the path of the file  or you include it : sudo **unknown** 6.5 . **unknown** . x86_64 . bundle if it doesn't execute : chmod +x **unknown** 6.5 . **unknown** . x86_64 . bundle  then try the first command again . the vmware install is pretty intensive .,0.34213429961,0.6641,0.9849,4.4
! version | variant thanks did you try disabling ipv6 ? ive seen slow resolution with that enabled . will give it a shot yes .,0.23623699643,0.3,0.4199,3.7
why would isps need to pay royalties to use apache ? isps which use linux aren't paying royalties for that ... that 's really unusual  to find just a bare . c file by itself with no other files . there are xircom drivers in the kernel  though i think in 2.6 i've had trouble getting my xircom to work . is xircom a chipset or brand name ? of course those may work .. could be the code he has is very old and not even riht any more my guess is that **unknown** 's xircom is too old to work with those _cb drivers  though .,-0.27017778973,0.4044,-0.6868,2.9
no - burn yer own how could you install linux from the cd  when your bios doesn't support booting from the cd ? that is inconvenient and i do not happen to have a link handy - you need to look for the method that uses a couple of diskettes or a netboot that won't work  the cd and floppy drive occupy the same bay  it is one or the other  but not both of them . du < dirname > du -h for human readable sizes of course it is ' stable ' is like the legal definition of insanity - according to some  no os is ever ' stable ',-0.07667668337,0.5286,-0.2912,12.6
is your comp . able to connect to your router at all ? does the pc connect to the router at all or does it drop out frequently ? it wont even connect . i assume its something to do with the security . the key is correct but it acts as if it isnt assuming that you have just a normal router  the encryption is likely to be either wep or a wpa variant . it is possible that you have selected the wrong encryption . if you can find out what encryption method the router uses  make sure that it is the same one that you have selected on ubunut i use wpa-2 and it automatically detected that . i double checked the settings and everything seems to be right in there,-0.36228463682,0.6386,-0.3421,5.2
okay  installed ubuntu desktop into virtual box . it 's set to nat . still cannot ssh into t . i'm about to give up on linux  haha . this just isn't working for me d  set the network to bridged wait  you only just install ubuntu in a virtualbox and it didn't work as expected immediately and you are going to give up on it . is that right ? lol  i've been working on this for a week now . openssh-server and client are installed . changing **unknown**  vmware/virtualbox does nothing,-0.03160881981,0.5765,0.7717,3.3
how can i repair lightdm on my 11.10 system ? it wont work  and gdm is used again .. how can i fix this ? gdm and lightdm dont run at the same time .. u can only have one gui logon daemon ( there 's much more advanced setups that let u **unknown** .. ) i want to use lightdm but it doesnt work anymore since i made some updates . now it looks like the old login screen .. do you know how i can fix this ?,-0.11008274045,0.5042,0.6794,2.5
how to make flush show itself in unity ?? might help if you used more than the incredibly poor name of whatever it is you're talking about it'a bittorrent client it stayed in a tray in gnome  but now it works  but i can't see it there 's an icon in the tray ?,-0.12618073366,0.55,-0.2231,8.7
"""hi  as i start mathematica  windows titles and borders disappear for a while  then metacity redraws them metacity just died and was restarted is it normal ? no . i use the last metacity version in hoary """" last """" as of when ? file a bug for this ? 1:2 . 9.8 **unknown** that 's current . try to get a coredump  the developers tend not to have mathematica to reproduce the bug .""",-0.22072090187,0.3567,-0.8042,6.0
"""can anyone tell me how to make a """" fake windows directory """" for wine ? it should auto be made i uninstalled  and reinstalled with a new cvs  but now i need to re-create it . i know it sohlud be there  but that 's beside the point . it isn't and i need it . you know how ? i dont use wine so idont know its setup  try googling""",-0.1516730131,0.7273,-0.3421,2.5
hello  anyone knows how to remove icons from menus ????! you mean change the theme ? no in same theme,-0.35680592943,0.4063,-0.5349,3.3
my firefox flash videos don't have sound anymore  after disabling pulseaudio . what to do ? going back to pulse is not an option . version : 9.0 . **unknown** **unknown** i had the same problem with flash and sound before upgrading to intrepid - could only go back to pulse to fix it damn . i'm trying to avoid upgrading to ibex i love ibex - it 's the best ubuntu yet what 's the best way to upgrade ?,0.21732199645,0.3932,0.644,5.2
what partitioner do i need for ubuntu ? the one that comes with the install disk should work fine is ubuntu already installed ? running 5.10 ubuntu right now ... want to add two other os 's,0.32168068717,0.4702,0.3527,2.9
what irc client would you recommend on ubuntu ? there are several i personally us xchat not gnome-xchat thanks,-0.41590235575,0.1667,0.0243,5.6
another stupid question  how do you install a . deb manually ? thabks sladen i'm asking because i'm on redhat right now  does ubuntu have gcc and the other development tools installed by default ? no  but they're on the cd btw  nice seeing you here doing this ubuntu stuff ! :-) hope you enjoy it installed it yesterday  but already am . but tell us the truth  you only want mark to get you a trip into space  right ?,0.25309505893,0.7433,0.9534,5.2
"""enabled . disable it with nosplash huh ? replace that line with """" **unknown** """" ? splash or nosplash  in #defoptions what s the problem with splash ? i'm not seeing grub come up at all . it just goes to bios then to black have you enabled the timeout ? it 's not that at all it literally goes immediately to a black screen with just a blinking underscore character yeah . installing linux nixed my windows partition sure about that ??? anywa  too late ) yeah . it wouldn't resize the partition at first  and then it killed it best bet is to boot to live cd  then chroot to your / and reinstall grub  i think that 's the part i'm stuck on so  now no windows  and linux not booting  right ? grub-install /dev/hda : /dev/mapper/casper-snapshot does not have any corresponding bios drive .""",-0.44711901318,0.5138,-0.4095,4.8
hey . i just finished getting a new ubuntu installation all set up  and i restarted once  and it was all fine  but had changed the resolution . i went to the display preferences and changed it to something that worked  and all seemed well . but the next time i turned the computer on  it was outside the monitor 's display range . i'm currently on the livecd . can anybody help me out here ? you need to ask something before we can help **unknown** . i described the problem .,0.10455567942,0.3341,0.765,5.6
hey  anyone awake ? i got some odd 3d acceleration problem guys i got direct rendering enabled and the proper driver installed  everything seems to be in order but i still get 400 fps and games run very slow  does anyone have any idea whats wrong ? :( yeah ? its like 3d accel is not enabled even though it is - wine or cedega ? neither  they ported it to linux,-0.23982909,0.5283,-0.7514,7.2
hello  i have tons of processors by user nobody running - i forget how to kill all processors by a specific user - anybody ? killall -u user process see killall -- help doing that does appear to kill all by user nobody doesnt* rather have you tried adding -v to see the output ?,-0.2154235726,0.125,-0.8738,10.7
from / .: the closest distro to ubuntu is probably bruce **unknown** 's userlinux project . but userlinux is focused squarely upon business  whilst ubuntu seems to be more focused on individual users . i think that 's really funny :) very true :) did you read the bit `` this might appear credible to me if i weren't more familiar with linux . either it 's a joke  or it 's **unknown** . [ .. ] '' yeah  i think that 's in reference to another now scored down comment though i remember reading it,0.50754346533,0.6612,0.9844,7.2
hello anybody ? am i being received ? theren't aren't any bonjour debs in the ubuntu repositories that i can see  you can check on packages.ubuntu.com if you want actually i've been trying to install **unknown** from **unknown** and it requires bonjour ... #ubuntu-motu is probably a good place for questions like that or look for motu on wiki.ubuntu.com thx ! np oh  the packages are already in universe :-) ... i wanted to ask if it was possible to make them be installed by default ah  getting the packages into ubuntu-base might be harder as i understand  ' main ' is a fairly limited set of packages well  it does include everything you need in order to write python gtk apps ...,0.46750857437,0.4862,0.9145,9.5
terminal : lsusb it seems to be detected buut why i can't connect to wireless netowrks around ? bus 002 device 003 : id **unknown** edimax technology co . ltd i found your firmware  see this topic > **unknown** if this works for you too  please leave a comment on the forum .,0.52070954755,0.6,0.2732,5.6
rar files are handled much better in windows  **unknown** so should i give it up and boot to windows **unknown** ? yeah  any rar file recently encoded can only be decoded in linux on a 40 day trial,0.19129364553,0.59,0.6249,6.8
i still have issues with it  so i guess not he 's wondering if there as a fix for the ttf installer  there have been a lot of bugs filed i still have issues with it  but havent bothered with it yet ttf installer ? i just put my fonts in ~/ . fonts i on the otherhand have one for you . i'm in laptop land now . any suggestions throttling and what have you for the desktop ? same here throttling ? cpu or network ? cpu have you tried the gnome applet 64 dual ! info powernowd | **unknown**,0.34964127212,0.3625,0.5712,2.5
hello my partition disk is not mounting  can someone help ? what is the problem ? is it new or old  type of fs  primary drive ? does your computer boots  can you get to terminal and try #sudo fdisk -l it'll show you if it being recognized by the system did you tried it with sudo ? yes i typed it like you wrote it,0.28270383492,0.3848,0.7319,3.3
"""i see """" initctl """" is like red hat 's """" service """" command i see """" initctl """" is like red hat 's """" service """" command  what is like """" chkconfig """". i want to stop some services from starting but upstart starts them anyway ironically  service used to be redhat 's ' service ' command i'd like to do """" chkconfig -- list | egrep ' 3 :o **unknown** :o n '"""" and then """" service undesired stop  chkconfig undesired off """" soory -- don't know anything about that -- man pages ? thanks ! i found initctl ( like **unknown** ) already but there seems to be no way to """" chkconfig undesired off """" the simple answer would seem to be ' you can't do that usually  if it 's something you can do  it will be documented""",0.32085895641,0.4643,0.7678,15.8
"""are you cheating on cron with anacron ? paste your line redirect stdout and stderr somewhere and take a look that 's fine that it is supposed to write to a log file . is it writing to the log file ? redirect stdout and stderr somewhere and take a look and profoss it 's not even running the script . i think i have something misspelled in the pathname . but  it won't run anyhow  as it was created in python 2 and 12.10 uses python3 . so i need to fix it first . but  thanks for the help . :) you can install python2 on 12.10 and then just explicitly call python2 yes  about time to do that :) i've figured out what 's wrong with my cronjob . but  i'm clueless as to how to fix the problem . the python script can't open the files needed when i run it from the command line . but  if i run it through the ide that i created it in  it works fine . pastebin the stdout and stderr you got from the cronjob ok  pastebin that here 's the best that i can give you . http://paste.ubuntu.com/1298951/ so where is it trying to write results . log to ? what directory did you run this from ( **unknown** pwd **unknown** ? what is the output of **unknown** ls -ld /home/patrickdickey/documents/tunnelbrokerupdater/ **unknown** ? by the way  what 's with the """". bak """"? if you just answer my questions  it will make it easier for me to help you i tried running it from /  my home directory  and the directory it 's located in . the results of ls -ld is drwxrwxr-x 3 patrickdickey patrickdickey 4096 oct 22 19:03 /home/patrickdickey/documents/tunnelbrokerupdater/ and the . bak file is because i ran the 2to3 script on it  but found out after the fact that i've got python 2.7 . 3 installed yet . for the pastebin  where did you run it from ? that was from / do **unknown** cd **unknown**  then run it again and pastebin ( command and output ) how do i add the actual error to the output ? right now  if it 's an ioerror  it just prints """" unable to open **unknown** . txt file ."""" not sure what you mean . you ran it from a terminal right ? it goes back to the prompt  without error ? you are confusing me . i asked you if it returned to the prompt without error and you replied """" yes """". but at the same time you say it 's the same as the pastebin you posted earlier which has an error . and you said it didn't matter where you ran it from . are you saying that when you run it from **unknown**  there is no problem ? i think you've found your issue in that case . i'll pastebin something different . i did a pwd to show you where i'm at  and then ran the file . then i changed to another directory  and ran it again . http://paste.ubuntu.com/1298968/ just seems like your script writes results . log to whatever the current directory is and it fails if it can't. so either change your script to not fail if it can't write results . log or make sure you run your script from somewhere where you can write to is there a way to specify that it writes results . log to the same directory as the script regardless of where it 's being ran from ? sure  but you would need to modify your python code""",0.18543906088,0.5117,0.864,4.4
"""is it possible to partion - partion with out deleting all it contents ? yes  in some cases . gparted can do that you need to provide more details . is it a usb keyboard ? yes  i tried lsusb did not pick it up it should ... are the wires ok ? has the keyboard a switch ( like for old ps/2 mode) ? no switch that i can see look at manual says i need to install driver which is on cd < lost cd > here is paste bin of lsusb **unknown** whats device 3 the one w/o description ? is it going away when you plug in the kb . also check the output of dmesg for errors no idea what 3 no mouse could be keyboard as can't run lsub with out key board ok  then i misunderstood you . i though your usb kayboard is not working but you can type with it ? no you did not  i have a second keyboard which works but i have a new one which dosn't ok  so what i meant is  do you see a differnece in lsusb with the new keyboard plugged in and not plugged in ? and did you check dmesg 's output ? yes  i tried lsusb did not pick it up sounds like a hardware issue .. did you try plugging in something else in that usb port ? sorry  lsub did not pick it up as i unpluged """" **unknown** keyboard """" and lsusb was same input as before  usb is fine as the working keyboard works fine from that usb port that really sounds like a hardware problem between the cable and your new kb . two usb keyboards should work fine i had that too here is demsg **unknown** very possible did by it from second hand shop shame really nice keyboard it mmay be just the cable . there is something about not able to enumerate . that could indicate a communication problem the buffer i/o error on device sdf1 does worry more :/ what does the buffer i/o error mean ?""",-0.36528262291,0.5556,-0.644,5.2
hello ! i want to download ubuntu ! is there any net install ? like in debian ? no  sorry  i don't believe there are netinst images how many cd 's are the minimun to download to have a working system ?,-0.21294504213,0.5,0.3451,5.6
"""this command is not working to change the image gconftool -t string -s /desktop/gnome/background/picture_filename **unknown** how to change wallpaper on ubuntu ? /usr/bin/gconftool-2 -- type string -- set /desktop/gnome/background/picture_filename """" **unknown** """" **unknown** **unknown** hmm it does not work what doesn't work ? are you on 11.10 and gnome ? with a gui  can you set a desktop as a png ? but what is wrong then""",-0.54307047706,0.66,-0.7278,5.6
can someone tell me how to unbrick router brand ? dl 604  d link sorry  dunno bout dlink bricks you might just wanna buy a new router ...,-0.23097654794,0.7273,-0.0772,2.5
i need a program to edit pdf files  does anyone have a suggestion ? what are you trying to do with them yeah pdfedit can handle that ... i had a java program around here that was non open source but it did a little more i really can't seem to find it sorry .... pdfedit should suit you though but pdfs are so wonderful i deal with lots of scribus awesomeness a lot so im a little biased i don't have a problem with them if i am creating them i just don't like going back and fixing other peoples mess ups . until you get paid to do it from scratch -) depends on the time line for that  i've been paid to create some really simple ones . receipt type things .,0.43830896861,0.4643,0.8214,6.8
**unknown** : i'm on my laptop this time **unknown** : after i did that ' utc ' thing to my laptop is when it stopped letting me adjust the clock and crashing in linux **unknown** : does it ever happen that the ' utc ' shouldn't need to be checked in order for linux and winxp to have the same time ? you can change it so linux doesn't use utc that just means it follows the hig human interface guidelines as specified by gnome what does that mean lol .. human interface gnome guidelines ? they are guidelines set out but the gnome organisation/foundation/whatever it is so humans/people can use programs more easily gotcha you think it does lol ? do you know how to fix a broken clock,-0.02046097396,0.4955,0.6224,9.9
"""well  8 . including blank lines . which ftp daemon have you installed ? currently pureftpd but i've tried bunches over the last week . what do you get when you try to connect ? from elsewhere  a timeout  from the same machine  connection as expected . is """" elsewhere """" on the lan or on the internet ? on the internet .""",0.15883575698,0.1983,0.2709,3.7
"""any idea on how to enable trim on software raid 1 ssd 's ? os is already installed  fs is ext4 ??? i haven't enabled trim on my ssd  but according to **unknown** it 's just a matter of adding """" discard """" to your fstab file ? good luck . nothing else ?""",0.13231077662,0.6,0.8156,4.4
hi all i have a few questions that are probably easily answered ... gmorning cyberbluntz ok here it goes ... a way to create multiple directores **unknown**  a-z ] without shell scripting  password protection and encryption on single folders . given those limitations ... proberly not or else yse some unbeliveably complex single command with lots of  and && and merge a lot of commands together . but thats worse then a simple script . :) i did some digging and i found a simple perl script that works great for making multiple directories yes .,0.44455136688,0.4233,0.9169,6.8
yea **unknown** encryption is probably what you want i use truecrypt **unknown** algo for me :p you know howto encrypt other folders with truecrypt then /home ? you just create an encrypted partition,0.07504097866,0.6438,0.5267,7.2
when i try to install openssh-server using apt-get  it stops at [ connecting to security.ubuntu.com ] and does go anyfurther .. any help is appreciated when i try to install openssh-server using apt-get  it stops at [ connecting to security.ubuntu.com ] and **unknown** go anyfurther .. any help is appreciated where do you live ? india,0.50745596983,0.325,0.8689,8.0
hi everyone . anyone here have any experience with getting radeon cards to work under 10.04 ? they should work out of the box not quite . i have a display  but dual monitors won't work so that 's where i'm at now,0.21934054407,0.0,0.0,4.8
"""does anyone know if there is a config file for the trash applet ? not that i know of . what do you want to configure ? my new install of 8.10 does not change the icon when there is trash and it saays there is none when i point to it  but it does allow me to delete the trash . what ubuntu version ? different icon theme maybe ? i've tried changing to each of the different themes and they all display only an empty icon . icon themes specifically ? using system - preference - appearance : it doesn't mention icon themes specifically . is there another place to make them changes ? ubuntu 8.10 fresh install . """" customize ..."""" i had to go back and look  and yes we did cycle through each choice on the icon tab under customize and the main theme also and only saw a different """" empty """" icon when there was files deleted in the trash . 8.10 freshly installed on a new notebook using the alternate cd which was also used on a friends computer which does not have the problem . grep -i trash ~/ . **unknown** returns nothing . k  don't know then""",0.24879825815,0.5095,0.9273,4.8
"""hi  how do i upgrade my mysql server to support innodb ? its already supporting innodb says """" this mysql server does not support the innodb storage engine ."""" in phpmyadmin but imo on gnu/linux its not the default  there it is myisam ( or what it is called ) not on my installation  doesn't work at all . getting the following error when trying to install magento ' database server does not support the innodb storage engine .' what ubuntu release ? installed mysql from the repos ? the same for phpmyadmin ? 11.10  yes i followed the lamp""",0.03942064902,0.1583,0.8466,6.4
this is a bit off topic but is there anyone in here that are italian or french ( not canadian french ) who also knows decent english ? i'm italian do you write italian too ?,-0.0393605961,0.0952,0.0,7.2
is there a programme out there to edit pdf files ? open office can create them ... ok  but i want to crop an existing pdf file,0.19155047781,0.5,0.3818,2.9
"""hi . i'm on 10.04 . what do i have to do for the visual effects choice to be persistent across reboots ? look at **unknown** i don't think i have such a thing here . i have """" login screen """" in the administration section . sounds right  should be able to set your preference there what preference ? this only allows to choose the default wm/desktop . define ' visual effect '""",-0.31603016834,0.4658,0.0,4.4
hey everybody ! trying to get this stupid wireless working properly i've got the ndiswrapper loaded  and shows that the hardware is present but it won't show up lol well  when i use ifconfig or even the kwifimanager  neither show the wireless existing maybe it 's not configured recommendation ? not enough information i used ndiswrapper -i with the bcmwl5 . inf file  then ndiswrapper -m to load  then ndiswrapper -l shows that the file is there and hardware present yes . have you checked on the ndiswrapper page that the driver version you're using is supposed to work with ndiswrapper will check now yeah . lots of drivers break with ndiswrapper so ... i had it working with ubuntu ... i'm on kubuntu now oh that shouldn't change your network setup did you reinstall ? ok . and you had ndiswrapper working with the driver you're trying to use now ? from ndiswrapper wiki : other : use bcmwl5 . inf . worked out of the box on fedora core 4  kernel 2.6 . 11 . ok how do i remove the first entry ? since i have both the inf files listed  i'm thinking that could be the problem ... man ndiswrapper . look for uninstall k i think it 's ndiswrapper -r  but it 's been a while so i'm not sure good now does ifconfig show your wireless interface ? nope ifconfig -a ?,-0.16882875237,0.4581,-0.3914,6.8
"""i have to be doing something wrong about that resolution . it still won't show the custom one i set up . is the contents in that link the only thing you put in xorg . conf ? may need a modeline you should make your own xorg . conf with : xorg -configure then cp **unknown** . conf . new /etc/x11/xorg . conf seriously though  how does it work there ? does nvidia detect the highest possible resolution or what ? yeah after you generate your xorg . conf add this to the monitor section : modeline """" **unknown** 60.00 """" 80.14 1280 1344 1480 1680 768 769 772 795 -hsync +vsync and in the screen section under depth add : modes """" 1280x768 """" if it 's happening then the hardware supports it .. just not well use xrandr -s 1280x1024 if you don't need the modeline for that other resolution if xrandr -s 1024x1024 doesn't work you can xrandr -- addmode what does that do exactly ? changes display resolution xrandr -- newmode """" **unknown** 60.00 """" 80.14 1280 1344 1480 1680 768 769 772 795 -hsync +vsync xrandr -- addmode lvds """" 1280x768 """" xrandr -- addmode lvds """" **unknown** 60.00 """" type xrandr by itself what are the different resolutions listed under ? one line lower what does it say doesn't say anything like """" crt connected """"? look for the word """" connected """" oh sorry xrandr -- addmode default """" **unknown** 60.00 """" xrandr -- newmode """" **unknown** 60.00 """" 80.14 1280 1344 1480 1680 768 769 772 795 -hsync +vsync use xorg -configure ctrl+alt+f1 and service lightdm stop yes xorg -configure then ctrl+alt+f1  then ctrl+c  then cp **unknown** . conf . new /etc/x11/xorg . conf  then service lightdm start all as root or with sudo if you installed openssh-server  ssh xrandr -s 1280x1024 xrandr -s 1024x768 still not available .""",-0.22326028178,0.6474,-0.717,2.9
the lastest version in the repo : linux-image- 2.6 . 15-23 when is available the xgl stable release ? xd : impossible  i run ubuntu drapper with 2.6 . **unknown** and official depo **unknown** i've that update xd sorry xd : np ? : np = no problem,0.15142818376,0.72,0.9268,3.7
hi all  i'm having problems with permissions in my external hard drive  it says that is **unknown** only file system .... can someone help me ? set chmod -r to the desired permission level using sudo what do you mean using sudo ? as root i type : **unknown** :/ **unknown** chmod u+w **unknown** i'm sorry  it 's not working yet . i type sudo chmod -r u+w drive name  but i can't move files to that drive then sudo chmod -r a+w you want to set it as either ( **unknown** or ( **unknown** .... because you as the main account are part of the super user group ( like root is ),0.07468342577,0.6378,0.8723,6.4
hello everyone  i said this to #ubuntu-server  but it 's dead in there . i'm trying to setup uec on my box  but  as always  it doesn't quite work as expected . **unknown** so set the **unknown** environment variable ... to anything specific ? that'll be in the documentation for **unknown** i imagine . i've never heard of it myself ...,-0.38056065612,0.4542,-0.7876,5.6
i need to know how to troubleshoot an issue with dvd playback on this laptop . ati x1250 using ubuntu 8.10 . i've installed the ubuntu-restricted-extras packages  vlc  xine  ogle and about anything else i can find to play dvds  but every time i try to play a dvd  whether in mplayer  vlc  totem  xine or ogle  it fails to play . when i run xine from terminal i get a badalloc error stating a major opcode of failed request of 140 xvideo .. did you install libdvdcss2 or libdvdcss3 ? not sure ...... lemme see does it install with the restricted package ?,-0.3801556446,0.4972,-0.8911,6.0
if i got an hard disk with serveral partitions i can install ubuntu on one of them and it wont damage the rest  right ? i cant fix it with the windows cd ? and a health portion of luck or patience i got 2 windows partitions  c & d  i wanna install ubuntu on d as long as your xp partitions are on just one physical drive and the mbr is on that drive grub will set it up all nice for you,0.25882559287,0.524,0.8746,9.1
