sentence,bias_score,assertive_verb_count,assertive_verb_prop,bias_count,bias_prop,coherence_marker_count,coherence_marker_prop,degree_modifier_count,degree_modifier_prop,factive_verb_count,factive_verb_prop,flesch-kincaid_grade_level,hedge_word_count,hedge_word_prop,implicative_verb_count,implicative_verb_prop,liwc_3rd_person_pronoum_count,liwc_3rd_person_pronoun_prop,liwc_achievement_word_count,liwc_achievement_word_prop,liwc_adverb_count,liwc_adverb_prop,liwc_auxiliary_verb_count,liwc_auxiliary_verb_prop,liwc_causation_word_count,liwc_causation_word_prop,liwc_certainty_word_count,liwc_certainty_word_prop,liwc_conjunction_count,liwc_conjunction_prop,liwc_discrepency_word_count,liwc_discrepency_word_prop,liwc_preposition_count,liwc_preposition_prop,liwc_tentative_word_count,liwc_tentative_word_prop,liwc_work_word_count,liwc_work_word_prop,modality,mood,opinion_count,opinion_prop,subjective_strong_count,subjective_strong_prop,subjective_weak_count,subjective_weak_prop,subjectivity_score,unique_word_count,vader_composite_sentiment,word_count
"* shakes my head * i 'm lonely in here ' d don 't worry . after a few of us welcome you , everybody will start to follow you . that 's how it works . you wont be lonely long !",-0.0457796186,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,1,0.0278,2,0.0556,3,0.0833,1,0.0278,0,0,1,0.0278,0,0,4,0.1111,0,0,1,0.0278,0.5833,conditional,0,0,0,0,0,0,0.56,32,-0.636,36
mega jel of your reem day ! ! xxx haha i don 't know about the lack of sun though xx,-0.0613994147,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,2,0.1053,0,0,0,0,0,0,1,0.0526,0,0,3,0.1579,0,0,0,0,0.75,imperative,0,0,0,0,0,0,0.3,18,0.3147,19
the missionary position is the position least likely to bring a woman to climax . sextips true rt the missionary position is the position least likely to bring a woman to climax . sextips .  so not true . unless u dont know how to do it .,-0.0632148134,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,2,0.0465,4,0.093,1,0.0233,2,0.0465,3,0.0698,0,0,6,0.1395,0,0,0,0,0.5,indicative,0,0,0,0,0,0,0.6833,23,0.6808,43
"18 is my brother , he enjoys mocking my latent homosexual tendencies . damn straight . oh sorry your i forgot that you 're a latent homesexual",-0.0734910225,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,1,0.0417,0,0,0,0,1,0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,indicative,0,0,0,0,0,0,0.7,22,-0.128,24
"so very , very tired . no idea how i 'm going to drag myself out for fun in soho with and others tonight . you did just fine . thanks for coming out",-0.0754043978,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,5,0.1667,1,0.0333,1,0.0333,0,0,3,0.1,0,0,7,0.2333,0,0,0,0,1,indicative,0,0,0,0,0,0,0.3762,27,-0.0969,30
"when you are spray painting , where are you doing it ? outside ? in your apartment ? where ? mostly spray painting outside but some little stuff in the bathroom .",-0.0755663407,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,4,0.1538,3,0.1154,0,0,0,0,2,0.0769,0,0,4,0.1538,2,0.0769,0,0,0.25,indicative,0,0,0,0,0,0,0.275,19,0,26
"bp migas pindah gedung yg sewanya <number> m cuma gara2 gdg lama ada tempat pijetnya . makin pinter yah bapak2 pejabat - _ _ - * sedih . kayanya hampir tiap gedung ada tempat pijetnya gak sih ? scara pijet refleksi bwt pekerja kantoran kan bisnis yg oke bgt hehehe katanya klo di bp migas pijet plus2 , pdhl biasanya bapak2 pejabat demen kan ya p berarti yg protes itu ibu2nya kabarnya istri2 anggota dpr pada was2 klo suaminya punya ipad galaxy tab  f r e e ipad <number> - test & keep the new ipad get it here now <url>",-0.0756475193,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,2,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0097,0.75,indicative,0,0,0,0,0,0,0.4545,79,0,103
"i didnt remember how nerdy seth cohen was , untill now you mean how badass ?",-0.0820107111,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,3,0.2143,2,0.1429,2,0.1429,0,0,2,0.1429,0,0,0,0,0,0,0,0,1,indicative,0,0,0,0,0,0,0.6875,13,-0.1159,14
<heart> aye . moth caught a oop cuh . gotta respect that rt <heart> mitch ca ak i forgot you was playing but thanks to twitter lol  i was cookn yall boys . & shut yall big man down . ak he scored the winning point on you . you no where as good a c . c stop make yourself sound good,-0.0910532442,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,1,0.0161,0,0,1,0.0161,2,0.0323,1,0.0161,0,0,2,0.0323,0,0,4,0.0645,0,0,0,0,0,indicative,0,0,0,0,0,0,0.4549,50,0.9565,62
have your friends on fb helped you land a job or take a big step in your career ? share your story at <url> how about you stop posting stupid tweets and fix facebook for android . its literally useless,-0.0925483362,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,2,0.05,1,0.025,1,0.025,0,0,3,0.075,0,0,5,0.125,1,0.025,0,0,1,imperative,0,0,0,0,0,0,0.4333,36,-0.4767,40
"doctor my eyes have seen the yrs . & the slow parade of tears w out crying , now i want to understand "" . trying to call you - - - really ? have you left a message . i don 't have any from you . i 'll dm you ok . leave you phone # too .",-0.1003586726,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,1,0.0192,3,0.0577,3,0.0577,0,0,0,0,0,0,1,0.0192,5,0.0962,1,0.0192,0,0,0.5625,conditional,0,0,0,0,0,0,0.3222,40,-0.4019,52
i 'm not perfect . yeah i apologize for being human . i leave perfection for machines i am just the driver,-0.1020035014,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,1,0.05,2,0.1,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0,1,indicative,0,0,0,0,0,0,0.55,16,-0.1734,20
hey ! ! ! ! ! ! hey boo . how you doing good chick and yourself ? girl great so ready to leave burger king when are you ? august <number> my last day august <number> im leaving,-0.1139169306,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,3,0.0882,3,0.0882,1,0.0294,0,0,4,0.1176,0,0,1,0.0294,0,0,0,0,0.25,imperative,0,0,0,0,0,0,0.4792,28,0.9063,34
"no has brownies ? you no can has brownies . <url> get that cat out of the way ! the simpsons movie is on , but i can 't watch it with you so far away . its not the damn same ! i could press my penis up against the airport mcdonalds ' window if that would help . you 're not in turkey , it won 't be the same if you got arrested look i just want to take my pants off is that such a crime ? they should make planes for that . i 've always wondered how nudists fly irritated that 's how i do it .",-0.1181978742,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1,0.0098,1,0.0098,5,0.049,11,0.1078,3,0.0294,1,0.0098,6,0.0588,6,0.0588,11,0.1078,3,0.0294,0,0,0.1,conditional,0,0,0,0,0,0,0.53,74,-0.6258,102
work today ? don 't even go there . what happened at your work ? o lots and lots of work . i didn 't step ut from behind the till from <number> <number> - <number> . i took double what i normally do ! and my,-0.1299397851,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0.0426,1,0.0213,0,0,0,0,3,0.0638,0,0,6,0.1277,2,0.0426,0,0,0.45,imperative,0,0,0,0,0,0,0.45,32,0,47
a few prov cases already decided earlier . todays list has several cases . those left out nhad not heard from reg off earlier pl tweet my frnd 's dob <number> <number> <number> in dat case he cnt sit in chsl if closing date aftr <number> <number> . hw ssc cn do this ?,-0.1329830956,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,1,0.0169,0,0,0,0,2,0.0339,0,0,0,0,1,0.0169,1,0.0169,5,0.0847,1,0.0169,0,0,0.2143,indicative,0,0,0,0,0,0,0.22,44,0,59
james forrest and the giant peach celtsinthemovies i did james and the giant peach hours ago . p damn you lol ! just mean because the arm is a really visible place .,-0.1358073645,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,2,0.0667,2,0.0667,1,0.0333,0,0,3,0.1,0,0,0,0,0,0,0,0,0.75,indicative,0,0,0,0,0,0,0.7175,24,0.1007,30
rt you pussies probably shave down too . lmao ummm no not at all . some1 tell thomas bush is out ! ! you pitching tonite ? no centerfeild tonight,-0.1514722764,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,2,0.08,1,0.04,0,0,1,0.04,0,0,0,0,3,0.12,1,0.04,0,0,0.25,imperative,0,0,0,0,0,0,0.6444,23,0.2695,25
"quem me seguir vou sortea um playstation3 daqui <number> anos ! tesigomesegue twitter account selected for playstation <number> with move bundle , please go here to claim <url>",-0.1677336439,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,1,0.0313,0,0,0,0,0,0,0,0,0,0,3,0.0938,0,0,0,0,0.5,imperative,0,0,0,0,0,0,0,27,0.3802,32
is the iss visible tonight ? going over about <number> . <number> pm - from the west,-0.170820825,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,1,0.0526,1,0.0526,0,0,0,0,0,0,0,0,3,0.1579,0,0,0,0,0.75,indicative,0,0,0,0,0,0,0,15,0,19
i don 't care ! d you get my message ? did it send ! ! ! ! ? ?,-0.1820662678,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,1,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0,12,0.7103,12
what 's good g chillen my niigga what 's good with you,-0.1855432748,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0.6,8,0.7003,10
"twitter is not working for me it 's not me , twitter . it 's you ? what ? me no comprende lol . nevermind miss , it was a bad joke . how are you ?",-0.1909105704,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,1,0.037,3,0.1111,1,0.037,0,0,1,0.037,0,0,1,0.037,0,0,0,0,1,indicative,0,0,0,0,0,0,0.6833,20,-0.4291,27
money money money . where can i get more . hihi . bb can u help me to make yahoo id for contest ? i can 't make here . begging you mean yahoo account . ok . dm me your personal details . nickname u want to use and password . k ^ ^ check ur dm bb . thankyou dear . i owe so much to you .,-0.20866196,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,3,0.0517,4,0.069,3,0.0517,0,0,2,0.0345,1,0.0172,4,0.069,0,0,0,0,-0.0357,indicative,0,0,0,0,0,0,0.4375,42,0.7783,58
i 'm not coming back to michigan . i love it here . where r u ? howard  howard cold i went last year . it was girls everywhere ! yes it 's dope ag i don 't want to leave ! ! !,-0.2309880957,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,3,0.0857,1,0.0286,0,0,0,0,0,0,1,0.0286,2,0.0571,0,0,0,0,-0.25,indicative,0,0,0,0,0,0,0.4167,28,0.8469,35
dude have u heard the grenade remix with weezy ? where u heard it from ? heard it on youtube kk . imma find it nauw .,-0.2354994481,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1,0.0435,1,0.0435,0,0,0,0,0,0,0,0,3,0.1304,0,0,0,0,0.3333,indicative,0,0,0,0,0,0,0,18,0.4329,23
"i watched bbcqt & wash bored to tearsh & yawnsh . blah blah blah , ranty , shouty , shmug - muggery , liesh , shnide commentsh , ushual thing . dull . nice to see your changed face . are you on stage there receiving an award ? i can 't remember any more - it wash shome event which the wife dragged out the tartan jacket & bow - tie for .",-0.2599739306,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0.0161,2,0.0323,1,0.0161,0,0,0,0,0,0,5,0.0806,1,0.0161,0,0,0.4167,indicative,0,0,0,0,0,0,0.75,52,0.0258,62
im always watchin my tl i know . i wanna be on the team doe,-0.274107725,0,0,0,0,0,0,0,0,0,0,-1.1,0,0,0,0,0,0,0,0,0,0,2,0.1333,0,0,1,0.0667,0,0,0,0,1,0.0667,0,0,0,0,0.55,indicative,0,0,0,0,0,0,0,14,0,15
"i wanna throw this phone but i am not stupid lmao my cousins be freezing up too , turn your phone off thn it should work again .",-0.3352026517,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,2,0.0741,3,0.1111,0,0,0,0,1,0.037,1,0.037,2,0.0741,0,0,0,0,0.2188,imperative,0,0,0,0,0,0,1,25,-0.2858,27
"im getting spammed by everytime i listen to a song by it conecting to my fb . how do i remove this ? ahhh the unpleasant side of social marketing . this is * not * how it works , is it ? ! ?  hey why are you paying too much for your website ? <url>",-0.3518085835,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,1,0.0196,3,0.0588,5,0.098,3,0.0588,0,0,2,0.0392,0,0,6,0.1176,0,0,1,0.0196,0.25,indicative,0,0,0,0,0,0,0.4056,42,-0.6544,51
"i hate when girls try and run game on a nigga , makes me feel like a bitch thats because you are i will destroy you jenifer ! lies ! you 'll destroy yourself for me",-0.3777849142,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,1,0.0303,1,0.0303,3,0.0909,2,0.0606,0,0,3,0.0909,0,0,2,0.0606,0,0,0,0,0.65,conditional,0,0,0,0,0,0,0.65,27,-0.9467,33
"come to "" djeu primal atlanta "" thursday , april <number> from <number> <number> pm to <number> <number> am . <url> can 't wait for thursday bro ! looking foward to it homie u need to come hard !",-0.3941409563,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0.0426,0,0,0,0,0,0,1,0.0213,6,0.1277,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0.5417,27,-0.2462,47
don 't date me . i 'm freaky . i could make an obese chick lose <number> + pounds in <number> week of love making everything about that last tweet is just so wrong ! ! ! lol,-0.3962761027,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,1,0.027,3,0.0811,2,0.0541,2,0.0541,0,0,1,0.027,1,0.027,3,0.0811,0,0,0,0,0,imperative,0,0,0,0,0,0,0.5667,33,-0.4193,37
ff can 't you follow me back ?,-0.411590855,0,0,0,0,0,0,0,0,0,0,-3.4,0,0,0,0,0,0,0,0,1,0.1429,1,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indicative,0,0,0,0,0,0,0,7,0.4215,7
the oscars are just the avn awards for people who didn 't get molested . i 'm unconvinced that the greater part of the oscar nominees escaped molestation . i suspect the real diff is good skin .,-0.4458678511,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0.0286,2,0.0571,0,0,0,0,0,0,0,0,2,0.0571,0,0,0,0,0.4167,indicative,0,0,0,0,0,0,0.4667,30,-0.296,35
"i am <url> omg no youre not , everyones beautiful . dans l 'intrieur maybe . but outside nope . yes , its just a perception that makes everyone look that way or not . but i am ugly . you 're not gavin . but i am gavin . you should have said "" no you 're not , gavin "" haha no you 're not ugly , gavin . yes i am , nothing you nor anyone else says can change my view about that .",-0.5278365399,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,3,0.0395,8,0.1053,2,0.0263,0,0,5,0.0658,1,0.0132,2,0.0263,2,0.0263,0,0,0.25,conditional,0,0,0,0,0,0,0.67,48,-0.8466,76
what does it mean ? hmmmm . it means that it 's all my fault,-0.5687789863,0,0,0,0,0,0,0,0,0,0,-3.8,0,0,0,0,0,0,0,0,0,0,1,0.0833,0,0,1,0.0833,0,0,0,0,0,0,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0.6875,10,-0.4019,12
michael buble is killing me . the things i do for my missus . as per the tooheys ad that 's a several cases of beer activity,-0.6584162268,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,2,0.0833,0,0,0,0,1,0.0417,0,0,3,0.125,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0,23,-0.6597,24
going to my grandparents house . see ya later bitches . i miss you like shit .,-0.6950291105,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0.4,14,-0.765,14
ahaa not if you wanted it that bad . not that bad . just a good amount . doesn 't make sense . aha,-0.9407728674,0,0,0,0,1,0.05,0,0,1,0.05,-0.7,0,0,0,0,0,0,0,0,1,0.05,0,0,1,0.05,0,0,1,0.05,2,0.1,0,0,1,0.05,0,0,-0.25,indicative,0,0,0,0,0,0,0.6444,17,-0.6249,20
0,22.6785714811,0,0,0,0,23,0.3728,2,0.0945,2,0.0744,472.5,1,0.0123,0,0,99,2.1985,47,0.7814,382,7.3585,492,9.4197,93,1.7204,52,1.0269,303,5.4992,98,1.9938,601,11.7568,114,2.1671,15,0.2531,74.0845,0,0,0,0,0,0,0,75.5579,5746,65.4723,7690
0,0.1511904765,0,0,0,0,0.1533333333,0.0024853333,0.0133333333,0.00063,0.0133333333,0.000496,3.15,0.0066666667,0.000082,0,0,0.66,0.0146566667,0.3133333333,0.0052093333,2.5466666667,0.0490566667,3.28,0.062798,0.62,0.0114693333,0.3466666667,0.006846,2.02,0.0366613333,0.6533333333,0.013292,4.0066666667,0.0783786667,0.76,0.0144473333,0.1,0.0016873333,0.4938966667,0,0,0,0,0,0,0,0.5037193333,38.3066666667,0.436482,51.2666666667
