sentence	bias_score	assertive_verb_count	assertive_verb_prop	bias_count	bias_prop	coherence_marker_count	coherence_marker_prop	degree_modifier_count	degree_modifier_prop	factive_verb_count	factive_verb_prop	flesch-kincaid_grade_level	hedge_word_count	hedge_word_prop	implicative_verb_count	implicative_verb_prop	liwc_3rd_person_pronoum_count	liwc_3rd_person_pronoun_prop	liwc_achievement_word_count	liwc_achievement_word_prop	liwc_adverb_count	liwc_adverb_prop	liwc_auxiliary_verb_count	liwc_auxiliary_verb_prop	liwc_causation_word_count	liwc_causation_word_prop	liwc_certainty_word_count	liwc_certainty_word_prop	liwc_conjunction_count	liwc_conjunction_prop	liwc_discrepency_word_count	liwc_discrepency_word_prop	liwc_preposition_count	liwc_preposition_prop	liwc_tentative_word_count	liwc_tentative_word_prop	liwc_work_word_count	liwc_work_word_prop	modality	mood	opinion_count	opinion_prop	subjective_strong_count	subjective_strong_prop	subjective_weak_count	subjective_weak_prop	subjectivity_score	unique_word_count	vader_composite_sentiment	word_count
"does 12.04 have classic gnome / gnome shell support yes , by installing either "" gnome-panel "" or the "" gnome-shell "" package thanks .. so after the install just install gnome 3 and set as default"	0.1823856049	0	0	0	0	0	0	0	0	0	0	6.8	0	0	0	0	0	0	0	0	2	0.0556	2	0.0556	0	0	0	0	4	0.1111	0	0	3	0.0833	1	0.0278	0	0	0.6429	indicative	0	0	0	0	0	0	0.1833	29	0.8074	36
i think we could import the old comments via rsync , but from there we need to go via email . i think it is easier than caching the status on each bug and than import bits here and there it would be very easy to keep a hash db of **unknown** sounds good ok perhaps we can ship an ad-hoc **unknown** version ? thanks not yet it is covered by your insurance ? yes but it 's really not the right time :/ with a changing house upcoming in 3 weeks you will be moving into your house soon ? posted a message recently which explains what to do if the autoconfiguration does not do what you expect how urgent is **unknown** ? not particularly urgent , but a policy violation i agree that we should kill the -novtswitch ok would you consider a package split a feature ? context ? splitting xfonts* out of **unknown** . one upload for the rest of the life and that 's it splitting the source package you mean ? yes . same binary packages . i would prefer to avoid it at this stage . this is something that has gone into **unknown** svn , i assume ? basically each xfree86 upload will not force users to upgrade 100mb of fonts for nothing no something i did in my spare time .	0.1799200608	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	0	0	0	0	10	0.0474	19	0.09	2	0.0095	0	0	8	0.0379	7	0.0332	23	0.109	2	0.0095	1	0.0047	0.2409	conditional	0	0	0	0	0	0	0.5073	133	0.9665	211
"wtf ? gnome-cups-icon is using **unknown** virt mem , 410 rss .. a valgrind run of **unknown** would be a good start . the only valgrind run i've seen put the leak in ""???"" which doesn't really help and of course remove it from the session first otherwise you won't be able to restart it in valgrind **unknown** **unknown** can you run it for longer , i think its the **unknown** ( record 145 ) sure .. i'll let it run for ten minutes ? ( or i could run it for a day , if you so prefer .. ) a few minutes will do let it grow a few meg so the leak is clear i think i've found the leak throw a package at me and i'll give it a shot . email address ? please , an url ? **unknown** that 's a downgrade , though give me another 5 seems to leak still newer debs , try again . ok , running now leaks a bit again . but slower ? thats a good start :)"	0.1756328962	0	0	0	0	1	0.0058	0	0	0	0	4	0	0	0	0	0	0	2	0.0117	9	0.0526	13	0.076	1	0.0058	1	0.0058	9	0.0526	3	0.0175	11	0.0643	3	0.0175	0	0	0.3922	conditional	0	0	0	0	0	0	0.5465	103	0.8187	171
any idea why empathy 's not playing notification sounds ? even though i have ' em ticked in preferences restarted it yet ? yar check pulse to see if the application is muted for some reason ? well sound settings . had sound effects turned off in sound settings , didn't realize that controlled other applications ah yea , ive done it a few time it 's annoying my favorite though is recently pulse has been freezing on my desktop and audio will just not be adjustable for like ... 30 seconds or so can you use vnc clients over different **unknown** ? like if i wanted to control my ubuntu distro from say my win8 or lubuntu distro ? ( vnc noob )	0.1751639293	0	0	0	0	1	0.0088	0	0	0	0	7.2	0	0	0	0	0	0	0	0	7	0.0614	12	0.1053	2	0.0175	0	0	8	0.0702	3	0.0263	10	0.0877	6	0.0526	0	0	0.3125	conditional	0	0	0	0	0	0	0.5025	93	0.5216	114
the channel is now muted the ubuntu servers are being updated and prepared for the release . it is not out until the release manager states so anyone posting links or suggesting it 's out when it 's not - will be removed well ubuntu.com says its out if thats your point , so why restrict the install media to a cd size ? people need more software ! because downloading 700mb is the smallest download possible for the base install people don't want to download 2.6 gb or 4gb or greater to get something that can be held in 700mb	0.1692713673	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0.0521	11	0.1146	2	0.0208	0	0	10	0.1042	3	0.0313	10	0.1042	4	0.0417	0	0	0.425	conditional	0	0	0	0	0	0	0.75	71	0.4003	96
is there truth to that ? what are the advantages of 64-bit ? is it any faster ? depends what you are doing , for general day-to-day no . for encoding media / big number crunching - yes . but my notebook only has 1gb , so there isn't any benefit to the increased scope of pointers	0.1665280572	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	4	0.0784	7	0.1373	1	0.0196	0	0	2	0.0392	0	0	6	0.1176	3	0.0588	0	0	0.6	indicative	0	0	0	0	0	0	0.5333	41	0.4157	51
on yer bike ! not even for gdmflexiserver xnest loving ? that is intentional . :-) no dude , i mean the white paper ones . ... oh ?! turns out i preserved /home rather then starting completely over . what do you think about adding current gnome-bluetooth foo to universe ? vaguely shaky , as i didn't even upload it to sid ...	0.1665259161	0	0	0	0	2	0.0351	0	0	0	0	4.8	0	0	0	0	0	0	0	0	5	0.0877	3	0.0526	0	0	1	0.0175	2	0.0351	1	0.0175	8	0.1404	1	0.0175	0	0	0.625	indicative	0	0	0	0	0	0	0.5047	52	0.6398	57
"hi , i've this xorg . conf http://pastebin.com/n8sacsfw but on each boot i always get 1024x768 by default . i need to go to system settings->display and choose 1680x1050 from the available one and then click apply . then it works . maybe there is something wrong in my xorg . conf , how can i fix it ? thanks ! p.s : i'm using ubuntu 12.04 and nouveau driver . post /var/log/xorg . 0 . log to another pastebin , it probably shows what your problem is here you have my /var/log/xorg . 0 . log -- > http://pastebin.com/yxbxaa4t you got any idea from my log file ? your xorg . conf lacks a "" screen "" section , in the logfile it says no monitor specified for screen "" default screen section "". using a default monitor configuration . oh ... where can i find a xorg . conf example so i can adapt it to my needs ? thanks :) i wish i could use the nvidia driver , but it crashes my xorg so many times ! i get something like 7-8 crashes per day and i really cannot stand it . mmm .... no i can't use it , it 's pretty the same i was using when i used nvidia driver , but too many things change do you think that this new xorg . conf will fix my problem http://pastebin.com/nc9dgmqf ? ok , i try once i login my resolution is set to 1680x1050 , but on lightdm screen i still have 1024x768 , now i'll paste you the new log , wait ... here it is http://pastebin.com/8y6qbg6m i can't find any "" not found "" this time and the resolution is parsed and added ( else i could not have it right now ) the problem is still that is not used by default .... in your paste around 16.282 it says virtual size is 1024x768 ( pitch 0 )"	0.1592622894	0	0	0	0	2	0.0065	0	0	0	0	3.3	0	0	0	0	0	0	2	0.0065	17	0.0556	20	0.0654	9	0.0294	1	0.0033	16	0.0523	5	0.0163	16	0.0523	5	0.0163	1	0.0033	0.3724	conditional	0	0	0	0	0	0	0.4978	151	0.8291	306
! uec wonder what uec is yes its separate partition - basically 20gb for / and swap ..... and then the rest of the disk /home thats doable then	0.1467971219	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	1	0.0345	2	0.069	0	0	0	0	4	0.1379	0	0	2	0.069	1	0.0345	0	0	0.75	indicative	0	0	0	0	0	0	0	25	0.4574	29
"i set up my hd such that i have to type a passphrase to access it at boot . how can i remove that passwrd , and just boot up normal . i did this at install , it works fine , just tired of having reboots where i need to be at terminal to type passwd in . help ? backup your data , and re-install without encryption "" might "" be the easiest method so you dont know , ok , anyone else ? you are like , yah my mouse doesnt work , reinstall your os lolol what a joke"	0.1338244192	0	0	0	0	1	0.0111	0	0	0	0	5.2	0	0	0	0	0	0	1	0.0111	6	0.0667	10	0.1111	1	0.0111	0	0	4	0.0444	2	0.0222	12	0.1333	1	0.0111	1	0.0111	0.15	imperative	0	0	0	0	0	0	0.6083	68	0.763	90
"i'm attempting to install handbrake on ubuntu 12.04 ... i have the ppa added correctly . i can find handbrake in synaptic but when i click on the dependencies tab in synaptic the last line shows "" conflicts : handbrake "" and i'm wondering why have you run a update after the ppa load did you have handbrake installed already ios it installed now try sudo apt-get install handbrake in a terminal/ yes i am using the snapshots for precise did you try the terminal . ^^^ the actual name is handbrake-gtk and that installs via terminal cool . :)"	0.1309941804	0	0	0	0	0	0	0	0	0	0	10.7	0	0	0	0	0	0	2	0.0204	2	0.0204	8	0.0816	2	0.0204	0	0	4	0.0408	0	0	8	0.0816	1	0.0102	0	0	0.4808	conditional	0	0	0	0	0	0	0.5233	65	0.7964	98
"is there a way to check which version a specific package in 12.04 is , without running 12.04 ? of course well , how ? :p http://packages.ubuntu.com/precise/ all i had to do was google "" ubuntu packages "" :) google is your friend ."	0.1297664302	0	0	0	0	1	0.025	0	0	0	0	4.4	0	0	0	0	0	0	0	0	3	0.075	6	0.15	1	0.025	1	0.025	1	0.025	0	0	5	0.125	0	0	0	0	0.75	indicative	0	0	0	0	0	0	0.7083	33	0.8645	40
yow did you see my comment about **unknown** ? yes i plan to change sudo to put ' defaults ! lecture , tty_tickets ' in the standard sudoers file it creates in its postinst , and in base-config just append to the sudoers file . sound good ?	0.1251815121	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0.025	2	0.05	1	0.025	1	0.025	0	0	1	0.025	0	0	7	0.175	0	0	0	0	0.5	indicative	0	0	0	0	0	0	0.4	33	0.8101	40
ls -l **unknown** 2.0 **unknown** ls : **unknown** 2.0 **unknown** . desktop : no such file or directory hum i've fixed a bug with the icon name during the oxford meeting i will retry without smbfs tomorrow , cause i'v upgraded all the packages today . i have re tested my smb share access problem . with or without .... ( you ?! ) smbfs , i can't enter in shared dirs please reply to the comment on bug reports i've added 2 comments in 4 days on the samba bug .... you don't get the mails from bugzilla ? i was not here since 1 day working daily ? :) :)	0.1227703694	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	2	0.0189	4	0.0377	1	0.0094	1	0.0094	2	0.0189	0	0	12	0.1132	2	0.0189	1	0.0094	0.5278	conditional	0	0	0	0	0	0	0.5667	77	0.6593	106
hey ! quick queston , is it possible to change the colour of the status icons in ubuntu 12.04 ? ( i mean the icons along the top right , battery indicator , sound , time etc ) it should obey the theme you select ah i see , you wouldn't know if there are any themes that look the same as ambiance but with blue icons ?	0.1207416909	0	0	0	0	1	0.0164	0	0	0	0	11.1	0	0	0	0	0	0	1	0.0164	1	0.0164	4	0.0656	1	0.0164	0	0	3	0.0492	3	0.0492	6	0.0984	2	0.0328	0	0	0.125	indicative	0	0	0	0	0	0	0.481	51	0.2621	61
in my country its nearly the 27th when will 12.10 be out ? planned oct 18th according to this . https://wiki.ubuntu.com/quantalquetzal/releaseschedule?action=show&redirect=qreleaseschedul thanx	0.1192776429	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0	0	0	1	0.0417	2	0.0833	2	0.0833	0	0	0	0	1	0.0417	0	0	3	0.125	1	0.0417	0	0	0.4773	conditional	0	0	0	0	0	0	0.4	24	0	24
**unknown** ? the removal of the timezone question was deliberate at mark 's request **unknown** so how do we determine tz then ? sorry , imprecise  i mean the one that asks whether your bios clock is on utc to utc i'm uploading **unknown** now , which *should* build on amd64  let me know ... i've basically just ripped out all the 2.6 **unknown** support , so this removes the 2.6 / directories on i386 as well ok . i'll have to force the d-w once its there , so let me know . so upload done already , eh ? yep , just finished how did that amd64 build go ? sorry - was grabbing a bite thanks , fixed in **unknown** , uploading now iso-scan is in universe ... best place for it did the amd64 build work this time ? kamion :	0.117423676	0	0	0	0	3	0.0229	0	0	0	0	4.4	0	0	0	0	0	0	1	0.0076	13	0.0992	11	0.084	2	0.0153	1	0.0076	9	0.0687	0	0	12	0.0916	0	0	0	0	0.5909	conditional	0	0	0	0	0	0	0.574	91	0.9399	131
so it is released facebook typo is lulz ( ubuntu official page ) yeah , just saw that ... someone hasn't had enough coffee ubuntu 12.04 is **unknown** !!! get it here : www.ubunut.com < -- oops for some strange reason , i thought it was intentional	0.1111212021	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	3	0.0682	6	0.1364	0	0	0	0	1	0.0227	0	0	1	0.0227	1	0.0227	0	0	0.6591	indicative	0	0	0	0	0	0	0.4167	39	0.6458	44
but he doesn't copy anything any error messages ? if so , can you pastbin them ? no echo after the command ! pastebin | eli_ i want to copy from a linux to windows the windows ip is 10.0 . **unknown** and the user is eli	0.1064415457	0	0	0	0	1	0.0233	0	0	0	0	2.9	0	0	0	0	2	0.0465	0	0	1	0.0233	4	0.093	0	0	0	0	4	0.093	2	0.0465	4	0.093	3	0.0698	0	0	-0.0833	indicative	0	0	0	0	0	0	0.6	37	-0.7616	43
"directed at ? whatever i don't understand why there can't be a scalable swap , so that if it 's needed it will allocate some space on the drive .. there would be a massive performance hit if you did that with swap . can you explain why ? because a swap file can get fragmented ? the swap partition is not a normal filesystem , it 's for dumping and reading ram . so adding the overhead of having to resize it etc will damage performance alright .. makes sense . but i find it really hard to determine some "" good "" size for swap .. just make it the same size as your ram , plus a little bit ."	0.1064397053	0	0	0	0	1	0.0088	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0.0531	11	0.0973	5	0.0442	0	0	9	0.0796	5	0.0442	10	0.0885	4	0.0354	0	0	0.3036	conditional	0	0	0	0	0	0	0.5694	77	0.2733	113
speaking of x , do you know what the status of the **unknown** rc bug in debian 's x is ? debian is pending upload yesterday night k **unknown** ) thanks :-) thanks ... will fix soon	0.1060880125	0	0	0	0	1	0.0286	0	0	0	0	0.1	0	0	0	0	0	0	0	0	1	0.0286	4	0.1143	0	0	0	0	0	0	0	0	3	0.0857	0	0	0	0	0.75	imperative	0	0	0	0	0	0	0.6	27	0.7964	35
computer -> system administration changing the text editor preference ? yup oh , wow , that 's *special*  please file a bug :p aight )	0.1060880125	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0455	0	0	0	0	0	0	0	0	0	0	0	0	0.75	indicative	0	0	0	0	0	0	0.8571	22	0.7964	22
when i installed my first asterisk server , i nuked a 250 gb drive , full with good stuff . and this was a time that 250gb was a *lot* of data . the reverse is true for me , i'm still lugging around files from my pre-linux days . files are crap , i try and be the leaset dependent on files . there 's only one computer i own that has important files , and backed to so many place that i can't tell them without reading the script . all the other computer , can be nuked on the dime . no tears . good to know , but i don't think that has to do with me never nuking all my files because of linux . :) i didnot loose importnat files my self , i nuked them yes , but what was needed , i still have .	0.1000451047	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	2	0.0147	2	0.0147	7	0.0515	13	0.0956	1	0.0074	4	0.0294	8	0.0588	1	0.0074	13	0.0956	0	0	0	0	0.26	conditional	0	0	0	0	0	0	0.6675	88	0.7906	136
hey hey hey good morning ! :-) **unknown** ! do you happen to know which part of the nautilus source manages the umountable devices ? nup :) thanks for **unknown** ! told us about some webcams i'm right at building a new snmpd that does not run as root any more ( see **unknown** ) and now i saw your freeze mail . good timing ... it 's a trivial change and another process not running as root any more is probably a good thing can i upload it ? here ? yeah i prepared a new **unknown** package ( bug **unknown** , can you please approve it ? i just added an **unknown** and a comment do you think you can approve **unknown** today ? checking heh 8 ) thanks , boss :-) mdz 's the boss , i'm just the bad cop :) at which exact time we will release ? i . e . up to which time we can do uploads ?	0.1000033225	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	6	0.0395	10	0.0658	1	0.0066	0	0	5	0.0329	0	0	10	0.0658	4	0.0263	0	0	0.3816	indicative	0	0	0	0	0	0	0.6305	93	0.9784	152
if you can get a hold of the logs , there 's stuff from **unknown** about his inability to install amd64 i'll check fabbione 's log , thanks sounds like he had the same problem i did ew , why ? compatibility and sanity ? a **unknown** ifconfig wouldn't be compatible with anything else anyway i hear a lot of whining from freebsd users	0.0981101623	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	2	0.0339	0	0	2	0.0339	5	0.0847	1	0.0169	0	0	2	0.0339	2	0.0339	7	0.1186	3	0.0508	0	0	0.1071	conditional	0	0	0	0	0	0	0.3812	51	-0.3094	59
so how can i install postfix-policyd on ubuntu 11.04 ? saw ubottus response ? should be in the repos tx for pointing that out np ... btw there's #ubuntu-server ( seems that someone asking for a postfix spam filter might be interested in taht channel :-) )	0.0973892376	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	3	0.0638	5	0.1064	2	0.0426	0	0	2	0.0426	1	0.0213	6	0.1277	2	0.0426	0	0	0.1346	conditional	0	0	0	0	0	0	0.75	42	0.7757	47
"yeah "" ubunut "" was a long shot guys :d http://www.ubunut.com/ <- is this a fake website or what ? and that typo actually exists . download from http://releases.ubuntu.com/precise/ and use torrent if you can , please gonna run the update , i'm not gonna download the whole thing ."	0.0968520989	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	1	0.0196	3	0.0588	1	0.0196	0	0	4	0.0784	1	0.0196	1	0.0196	2	0.0392	0	0	0.375	conditional	0	0	0	0	0	0	0.475	43	0.4897	51
how much hdd use ubuntu default install ? https://help.ubuntu.com/community/installation/systemrequirements it wont require 15gb to be honest ... thats why i ask how much is default install ? :)	0.0965957834	0	0	0	0	0	0	0	0	0	0	8.8	0	0	0	0	0	0	0	0	2	0.0741	4	0.1481	4	0.1481	0	0	2	0.0741	0	0	1	0.037	0	0	0	0	0.75	indicative	0	0	0	0	0	0	0.575	23	0.7691	27
that message is ok . it is telling you that it has loaded drift frequency data from the file **unknown** . drift i think that that file may be corrupted ... i had big trouble the last two weeks , because my system time always shifted off - with and without ntp would a purge and reinstall fo ntp be a safe solution ? in case the time shifts off again ntp re-install won't fix things . if your computer is always on ( or is on more than it is off) , you need ntp server installed to keep time synced to a reliable time source . this is because of drift , and the fact that ntpdate only changes the clock on boot	0.0951385564	0	0	0	0	1	0.0084	0	0	0	0	4.8	0	0	0	0	0	0	0	0	2	0.0168	12	0.1008	3	0.0252	3	0.0252	7	0.0588	3	0.0252	14	0.1176	3	0.0252	0	0	0.3796	conditional	0	0	0	0	0	0	0.4333	81	0.5719	119
i currently see no bootsplash while booting warty . is it normal ? ok sadly it looks like that 's going to be a hoary feature instead a group of people might want to produce a derivative of ubuntu with kde instead of gnome ... if they're willing to follow the ubuntu code of conduct , etc . there 's no reason not to bless them as an official derivative but it means you will have to do support work for them . anyway it is ot , so dont reply =)	0.0892901264	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	3	0.0349	0	0	4	0.0465	8	0.093	0	0	0	0	5	0.0581	3	0.0349	12	0.1395	2	0.0233	0	0	0.35	conditional	0	0	0	0	0	0	0.7167	68	-0.3723	86
i am in the market for a new graphics card . i dual boot with windows to play games . any recommendations ? nvidia or amd ? this is support , you would get opinions not really worth much as opinions are well at the very least do you know which on has better support . i hear currently nvidia has better drivers upport but amd is **unknown** provide **unknown** drivers ?	0.0888021964	0	0	0	0	2	0.0308	0	0	0	0	4.8	0	0	0	0	0	0	2	0.0308	3	0.0462	8	0.1231	0	0	0	0	3	0.0462	1	0.0154	7	0.1077	2	0.0308	0	0	-0.0625	indicative	0	0	0	0	0	0	0.4305	52	0.7875	65
you pinged the other day ? ( i only just got to a computer since friday ) i pinged a few minutes ago did you make a usplash package ? its ok please ensure that you have the dependencies on lsb-base correct when you upload init scripts please read the update i posted to your bug lsb-base is part of base all the sysvinit stuff depends on it i have it installed . you haven't ensured that i have the correct version they're already all done is the problem though , i suppose we may be able to script it btw , the new initscripts uncovered a bug -- acpi-support loads before acpid . however , acpid loads the modules for acpi , which acpi-support needs to grep the battery status what email address do i assign it to ? ( the acpi-support bug )	0.0872244344	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	1	0.0072	0	0	5	0.0362	11	0.0797	3	0.0217	2	0.0145	3	0.0217	1	0.0072	11	0.0797	3	0.0217	1	0.0072	0.2273	conditional	0	0	0	0	0	0	0.5792	90	0.7383	138
hi , is there a torrent url ? http://releases.ubuntu.com/12.04/ thank you	0.0838772928	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0.1	1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	indicative	0	0	0	0	0	0	0	10	0.3612	10
is there a way to automatically set file permissions to 770 , when i create a new file , on nfs ? look at file creation mask i'll look it up , thanks .	0.0819228138	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0.0667	1	0.0333	0	0	0	0	1	0.0333	0	0	5	0.1667	0	0	0	0	0.75	conditional	0	0	0	0	0	0	0.3273	24	0.7269	30
when will update manager offer 12.04 ? when the servers can handle it i'd advise not updating for a day or so as if the servers lose connection during the upgrade ( while it 's busy ) you'll be in a mess does that mean when https://launchpad.net/ubuntu/+archivemirrors shows most/all of the servers green ?	0.0788170627	0	0	0	0	0	0	0	0	0	0	7.2	0	0	0	0	0	0	1	0.0185	4	0.0741	4	0.0741	0	0	0	0	8	0.1481	1	0.0185	5	0.0926	2	0.037	1	0.0185	0.6	indicative	0	0	0	0	0	0	0.3656	45	-0.6767	54
"is there an error [ ee ] entry in /var/log/xorg . log that says ' unable to load module nvidia'? no any entries relating to nvidia module in the xorg . log ? i'm doing the same thing - was it upgrade to 295.40 ? is that the new one ? last night for me . in my case , uname -r shows i'm running 3.2 . 0.26 but the module for that isn't being built "" it is likely that 3.2 . **unknown** belongs to a chroot 's host "" so maybe worth sudo apt-get -- reinstall install nvidia-current && uname -r to see if its the same for you"	0.0765971914	0	0	0	0	1	0.0096	0	0	0	0	2.5	0	0	0	0	0	0	1	0.0096	3	0.0288	7	0.0673	0	0	0	0	3	0.0288	1	0.0096	11	0.1058	3	0.0288	0	0	0.55	indicative	0	0	0	0	0	0	0.3714	73	0.3133	104
i booted from my live usb tinycore 4.4 but is like terminal can anyone help me to configure it to gui mode i booted from my live usb tinycore 4.4 but is like terminal can anyone help me to configure it to gui mode this isn't a support channel for tiny core linux . can guide me to one rurd2di like ??? i dont understand try #tinycorelinux no ones responding but thanks a lot yes . so you should use the torrents . the development of ubuntu is not behind closed doors . so it can never get ' **unknown** thats deep upload it somewhere please upload it somewhere if you are so desparate to send it to someone . no i said a failed update wont afect linux only that	0.0756291361	0	0	0	0	0	0	0	0	0	0	7.2	0	0	0	0	0	0	1	0.0079	4	0.0317	13	0.1032	1	0.0079	1	0.0079	7	0.0556	2	0.0159	12	0.0952	2	0.0159	0	0	0.19	conditional	0	0	0	0	0	0	0.48	77	0.9413	126
! torrents | stanley00 yep , got cha :d just 1 letter out you were	0.0724305847	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	1	0.0769	1	0.0769	0	0	0	0	0	0	0	0	1	0.0769	0	0	0	0	0.75	indicative	0	0	0	0	0	0	0	13	0.6996	13
okay time to set up a working squid cacheing proxy and *then* apt-get update edit files in **unknown** **unknown** like can you tell me how to i'd be glad to share my setup with you . pm me better to talk in the main channel - then others can also learn . thanks for the thought i am new here so kinda ..... so , what partitions are your windows and linux on .	0.0683665338	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	1	0.0139	5	0.0694	5	0.0694	1	0.0139	0	0	7	0.0972	0	0	10	0.1389	1	0.0139	0	0	0.3125	conditional	0	0	0	0	0	0	0.5235	60	0.9246	72
i just installed ubuntu on my laptop , and i notice i get poor battery life . does anyone know of a utility i can install to get more power management configuration options ? ive done that .. no dice .. i had windows 7 on here before this , and the battery life was better .. decent .. there isn't any program that will magically inmprove your battery i realize that .. what i am asking for is a program to help me manage the power better .. not magically generate power	0.0673919712	0	0	0	0	0	0	0	0	0	0	7.6	0	0	0	0	0	0	2	0.0222	3	0.0333	10	0.1111	0	0	0	0	2	0.0222	0	0	7	0.0778	1	0.0111	0	0	0.5333	conditional	0	0	0	0	0	0	0.681	62	0.4939	90
"how do i get flash plugins working in warty ? apt-get install swf-player thanks . i was searching in synaptic for names with "" flash "" in , not "" swf "" ubuntu team meeting is in progress sorry -- figured that would be on ubuntu-meeting"	0.0658405571	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	1	0.0233	1	0.0233	5	0.1163	1	0.0233	0	0	1	0.0233	1	0.0233	7	0.1628	0	0	0	0	0.25	imperative	0	0	0	0	0	0	0.6	35	0.6597	43
oh , right . so you're prepared to make your ibook work , but not make tmp dirs work right p fascist do you know what that file is ? the one in warty has **unknown** yeah , you need the apm emulation loaded are we taking latest firefox , or patching existing version ? the latter given the changes between unstable and warty , it 's the only thing to do mdz : surely we should be pulling latest firefox in with gnome **unknown** don't want to sync with firefox ? yeah	0.0606586318	0	0	0	0	1	0.0119	0	0	0	0	10.3	0	0	0	0	0	0	0	0	2	0.0238	8	0.0952	3	0.0357	0	0	4	0.0476	3	0.0357	8	0.0952	1	0.0119	0	0	0.5179	indicative	0	0	0	0	0	0	0.6623	62	0.2723	84
dude , stop slagging off our weather . british weather is fun , it keeps you on your toes :) dude , you went home ! dude , yex you're going to love it :) there is another cd burning patch for rhythmbox ...	0.060088272	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0.0256	2	0.0513	0	0	0	0	0	0	0	0	4	0.1026	0	0	0	0	0.5833	imperative	0	0	0	0	0	0	0.56	31	0.9117	39
generally , if the correct component doesn't exist , use unknown . 10mbit ethernet at the moment . speak for yourself :-) i'd be inclined to paste the oops into a bug report might require a bit of transcribing though i'll see if mithrandir wants that first - hey may tell me to go play with my other toys where is grump going ? **unknown** builds while you are around ... remember that amd64 occasional hang i was having ? not really :) heat problems ?	0.0596819538	0	0	0	0	1	0.012	0	0	0	0	5.6	0	0	0	0	0	0	1	0.012	5	0.0602	8	0.0964	1	0.012	0	0	4	0.0482	3	0.0361	8	0.0964	5	0.0602	0	0	0.375	indicative	0	0	0	0	0	0	0.4833	73	-0.3613	83
hihi fg < process> ? hmm laptop ? never had it here you're not using a ibook . :p talk to fabbione about x , at least . get yourself a real computer . ) can i send you the bill ? :p machine perhaps :) don't need you mirror now , finnaly got the image down you don't make sense , but i guess that 's ok . do you have a **unknown** running on your machine at **unknown** with sounder images ? i'm rsyncing it down to **unknown** now , but the wlan here sucks a bit . ok i got the image burned already now by a pentium-m laptop :p i'm going to get an x40 for xmas , i think . -- partial keeps partial downloads . very nice if you run out of space or something . saw that , nice for backup-solutions	0.0593085012	0	0	0	0	1	0.0074	0	0	1	0.0074	2.5	0	0	0	0	0	0	0	0	8	0.0593	6	0.0444	2	0.0148	1	0.0074	4	0.0296	2	0.0148	15	0.1111	4	0.0296	0	0	0.4063	indicative	0	0	0	0	0	0	0.6099	90	0.8943	135
hey ! quick queston , is it possible to change the colour of the status icons in ubuntu 12.04 ? ( i mean the icons along the top right , battery indicator , sound , time etc ) theyre stil working on that kind of thing ah okay , thanks , i would very much like them to be the android blue colour :) any idea when it will be available for change ? there are many tweaks not yet available , but that are just starting to be provided . unity is too new yet	0.0581085915	0	0	0	0	1	0.0118	1	0.0118	0	0	8.7	0	0	0	0	1	0.0118	1	0.0118	7	0.0824	10	0.1176	2	0.0235	0	0	2	0.0235	1	0.0118	9	0.1059	1	0.0118	0	0	0.1346	conditional	0	0	0	0	0	0	0.4963	65	0.7462	85
no root password asked too no root password is ok root account is locked did you use a sounder cd or a daily cd ? do must i use the daily one ? no there is no need to use daily , until you like to see stuff breaking down	0.0554483067	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	2	0.0426	6	0.1277	3	0.0638	1	0.0213	2	0.0426	2	0.0426	4	0.0851	1	0.0213	0	0	0.8929	indicative	0	0	0	0	0	0	0.1578	31	-0.5362	47
